Product,Review,Sentiment
Travelpillow,"It's Worst product, there is no quality of product, when we filling the air with in 15minutes air will be gone. Don't buy this product. Flipcart maintain cheap quality of products with high price.",1
Travelpillow,"😠👎😡😡😡very poor quality. surprised!!! ,😡😡 Not expacted for a Flipkart assured item!!!😡😡  quality not as shown in the image As for the flipcart assured product quality should be good without any doubt otherwise why asured by flipcart??????!!!!",1
Travelpillow,Very very cheap product. Don't buy,1
Travelpillow,Delicate,1
Travelpillow,Vest product,1
Passportholder,nice one,5
Passportholder,nice,5
Passportholder,good quality products 👌👍👍👌,5
Passportholder,very good product AtTa,5
Passportholder,nice,5
Passportholder,Good,4
Passportholder,It is a good cheques book organiser.,4
Passportholder,Nice product,4
Passportholder,nice and value for money product,5
Traveltoiletries,Just received. First look review -Material- good and shinySize- enough as expected Zip quality - good and sturdy,4
Traveltoiletries,Good quality  i like this product,5
Traveltoiletries,Good for personal care,5
Traveltoiletries,"Very nice at this price,, and travel friendly",4
Traveltoiletries,Good product go for it,5
Traveltoiletries,Bag is ok but no pockets inside as shown in figure,3
Traveltoiletries,Wonderful ☺️,5
Traveltoiletries,Awesome,4
Traveltoiletries,Nice,4
Traveltoiletries,"In photo, this product looks very big. Actually, this product is very small in size.",1
Traveltoiletries,Quality is not good,1
Traveltoiletries,Worst quality ever,1
Traveltoiletries,Poor fabric and stitching quality near chain area,1
Traveltoiletries,Poor quality zip in damaged,1
Traveltoiletries,It's too short it is not as I m expecting,1
Traveltoiletries,Poor product,1
Traveltoiletries,"Not a good product, one zip is not working.",2
Traveltoiletries,Nice product as shown in the images but stitching is not good,2
Maps,"Happy Customer, Thank you dear seller I'm happy with the product I received, it's in a good quality and very big in size, text are clearly visible, satisfied with the given product. Thank you Flipkart 😊❣️",5
Maps,Very good meterial and it's very useful for upsc exam if u are a aspirants don't much think 🤔 buy quickly .No dought unbelievable maps .thanku seller,5
Maps,Recommended for study,5
Maps,Too goodBig Good qualityThanks filpkart,5
Maps,Good quality,5
Maps,Very good ..,4
Maps,Best quality and ideal size,5
Maps,Good,4
Maps,It's very useful to understand in easy way on the map .,5
Maps,Very low quality,1
Maps,Good,3
Maps,Very good ..,4
Maps,Good,4
Maps,Good product in cheap price,4
Maps,Really good,4
Maps,Good quality,4
Maps,"Happy Customer, Thank you dear seller I'm happy with the product I received, it's in a good quality and very big in size, text are clearly visible, satisfied with the given product. Thank you Flipkart 😊❣️",5
Maps,Very good meterial and it's very useful for upsc exam if u are a aspirants don't much think 🤔 buy quickly .No dought unbelievable maps .thanku seller,5
Camera,No working,1
Camera,Good,5
Camera,Vary bad,1
Camera,No working,1
Camera,Vary bad,1
Camera,Not bad either not good.system not working properly.There is no any customer support team to guide how the cam works properly,1
Binoculars,"Build Quality avarage , but performance is working as described on the product , very Clarity it will covering upto 5km clarity is Good ...",4
Binoculars,Good,4
Binoculars,great monocular.,4
Binoculars,Worth,4
Binoculars,Worst quality,2
Binoculars,Very low quality and not zooming in more than 500 mtr,3
Binoculars,"Absolutely useless thing, no use, nonsense...",1
Binoculars,exprcted dated  before de livered...thank u flipkart,5
Binoculars,No 😔,2
Binoculars,"Absolutely useless thing, no use, nonsense...",1
Binoculars,No clean image,1
Binoculars,Worst quality.,1
Binoculars,"Clarity and range is not as good as mentioned in product description. Also product origin is not India as given in product details. Same product comes with stand and mobile clip, at lesser price on Amzon.",1
Binoculars,Waste product,1
Binoculars,Local brand,1
Binoculars,No buy very bed bakwas,1
Binoculars,It can't a high quality according to money. You can waste a money on this product.,1
Binoculars,Bad,1
Umbrella,Bad product.Useless product.Bad quality.,1
Umbrella,Bad very bad,1
Umbrella,Bad quality,1
Umbrella,Very low category,1
Umbrella,Nice 👍,5
Umbrella,Good,5
Umbrella,Not bad🙁,3
Umbrella,Very bad product,1
Umbrella,Very bad product,1
Umbrella,Bad product.Useless product.Bad quality.,1
Umbrella,Bad very bad,1
Umbrella,Bad quality,1
Umbrella,Very low category,1
Umbrella,Very bad product,1
Umbrella,Very bad product,1
Umbrella,Not good produuct,1
Umbrella,Very bad quality. Cheating with customer.,1
Umbrella,"Very low quality, like as Chinese products,use and throw",1
Travelorganizer,Gorgeous,5
Travelorganizer,Very nice 💜💜💜💜,5
Travelorganizer,Very good 👍👍👍😊😊,4
Travelorganizer,Osm begs,5
Travelorganizer,"Just woow, didn't use yet bt look wise it's nyc....n evn got ds in affordable price,  thanks flipkart",5
Travelorganizer,Good quality 👌,5
Travelorganizer,Nice,4
Travelorganizer,It's does not have that much space bt quality is amazing,3
Travelorganizer,"Woww prdt go for it....best to carry required stuffs for pool and beaches saves ur phone and sunglasses too. Try to keep it light, very handy.",5
Travellocks,Nice,4
Travellocks,Waste off buying this,1
Travellocks,Sooo small,1
Travellocks,"Good, but expensive",4
Travellocks,Nice product,5
Traveltowel,Nice Towel,5
Traveltowel,Good but not as expected,3
Traveltowel,Good,4
Traveltowel,Amazing fabric ..Love 💕 it !,5
Traveltowel,This product I used for a month not prblms but colour is fading I think,2
Traveltowel,Good,5
Traveltowel,Good product,5
Traveltowel,Not bad,5
Traveltowel,Good Material,3
Traveltowel,Very smaller than mentioned dimensions,1
Traveltowel,Bad quality and to small,1
Traveltowel,Very small,1
Traveltowel,Very bad product Small,1
Traveltowel,"too small,useless",1
Traveltowel,"Cheating in size, it's too small",1
Traveltowel,It's very bad,1
Traveltowel,worst,1
Traveltowel,Very small in sizeLooks like a hand kerchief 🥲,1
Sleepmask,Good products,5
Sleepmask,Good,5
Sleepmask,Classic and comfortable cloth!,5
Sleepmask,Valie for money,5
Sleepmask,Quality is good and worthy.can go for it,4
Sleepmask,Not comfortable at all. Horrible product. Please work on the quality.,1
Sleepmask,"Product is good , Loved it...",4
Sleepmask,Poor quality,1
Sleepmask,Material hard irritates to head,1
Earplugs,Super,3
Earplugs,Usefull product,5
Earplugs,Looks like a good product,5
Earplugs,Nice product For study and meditation,5
Earplugs,Product is okay.... But price is too much for this,3
Earplugs,The product is good but not so effective but it is recommendable.,4
Earplugs,Little bit ok,2
Earplugs,Best product and very useful for students and delivery person is also very gd so thnq flipkart,4
Earplugs,Waste of money,1
Laundrybag,Easy to handle👍highly recommend,5
Laundrybag,Nice product...,4
Laundrybag,Product quality is good in this price. Baskets are wireless so safe to keep children toys also. Colors are nice.,4
Laundrybag,"Very nice good experience, delivery is very fast.tnx flipcart.",5
Laundrybag,Very useful. Thankyou flipkart,5
Laundrybag,Nice bag,5
Laundrybag,Someone suggested me and I also suggested other two ....and we all like the product 😀😀😀...Go for it..👍👍,5
Laundrybag,Good,4
Laundrybag,It is very useful as we can use it as Toys storage and Laundary bag,5
Wetwipes,Very very good quality wipes.. .. I'll purchase next time definitely,5
Wetwipes,"Very nice product, I am happy",5
Wetwipes,Very nice,4
Wetwipes,Super,5
Wetwipes,Good product,4
Wetwipes,Good,5
Wetwipes,I am so so so happy with this product.,5
Wetwipes,Good products but opener is👎,4
Wetwipes,Packimg is too bad,1
Wetwipes,Packimg is too bad,1
Wetwipes,"This is the worst product I have ever used to my kid , it's so horrible that after using it kid started crying very badly after checking his whole body there were full rashes on his back and private places, this is because of this wipes, please take it back and return the amount or do what ever you want with this product",1
Wetwipes,Vary poor,1
Wetwipes,It is too bad,1
Wetwipes,"Packaging, size, Rate is Good but fragrance very bad and less wet Quantity",1
Wetwipes,Wipes is not good . Less wet,1
Wetwipes,"Very bad , baby crying.",1
Wetwipes,Quality is poor,1
Wetwipes,Don't u ever bye this for baby....Causes dangerous rashes....Which takes 15 days for heeling....Single use only causes rashes...U can bye u it as hand cleaner for elders...I am writing review after using and having bad experience for 3 to 4 times.Totally don't use for baby.....,1
Mosquitonet,"The delivery was so fast. Best product in this price. Easy to use. Happy with the product, service provided by Flipkart, and delivery service.Thank you Flipkart and the Shopkeeper. Lots of Love from Jodhpur, Rajasthan",5
Mosquitonet,Dengue cases are coming after corona cases due to which we have to be careful and avoid mosquito.  So I ordered this mosquito net and it is very good and safe and helpful,3
Mosquitonet,Value for money good product and packaging is so good worth for buying good quality.,5
Mosquitonet,It is awesome ..white color and the net quality is good enough to pass the fans sir inside it ...not very thin .all over it is good,5
Mosquitonet,Very good quality..I like the way it fits to my king size bed,5
Mosquitonet,Best machardani for village during summer season.,5
Mosquitonet,👍 nice,4
Mosquitonet,Great product,5
Mosquitonet,Very good product ☺️👌,5
Mosquitonet,If i had a iption to touch a zero star i would touch itVery very very bad net its very bad quality. Its joint which is like a aluminium is broken in one useIt have no return policy... dnt buy this waste of money,1
Mosquitonet,Waste product don't buy this... Zip sides makes holes,1
Mosquitonet,"Filkart service is too poor this product is useless vert poor quality size is also not good and return policy is also very bad becoz item is bad behalf of this item costumer care don't give support, customer care service is too poor,",1
Mosquitonet,"Their is hole in this mosquito net, quality is also not up to mark.",1
Mosquitonet,Very bakwasss product please don't buy it it had only outside chain 🤬🤬🤬🤬🤬,1
Mosquitonet,"Worst product you can get, already broken only after 7 days of usage",1
Mosquitonet,Product is fine but delivery very slow & late,1
Mosquitonet,Bad quality,1
Mosquitonet,Waste of money,1
Scarves,5,5Nice productREAD MORE
Scarves,5,"5quality of the cloth is vry nicee, this is the best product to cover up myself while driving, very well designed. i am happy with the purchase. must buy👌👌👌👌👌👌👌👌👌👌👌READ MORE"
Scarves,5,5AwsmREAD MORE
Scarves,4,4Satisfied 🎊😍READ MORE
Scarves,5,5Very nice fabric smooth and cold cloth very useful for uv light for sun protectionREAD MORE
Scarves,4,4It's not pure cottonREAD MORE
Scarves,1,1More thin and too small sizeREAD MORE
Scarves,5,5Very nice.... Scooty scarf very usefullREAD MORE
Scarves,4,4I like this 🧣READ MORE
Scarves,1,1More thin and too small sizeREAD MORE
Scarves,1,1Worst productREAD MORE
Scarves,1,"1Not pure cotton,just ok ok productREAD MORE"
Scarves,1,1Thin layerREAD MORE
Scarves,1,1It's Very soft in quality. I love it so much. Must buy it. Am sure u also loved it.READ MORE
Scarves,1,1Zero percent cottonREAD MORE
Scarves,1,1Very poor qualityREAD MORE
Scarves,1,1Waste of moneyREAD MORE
Scarves,1,1Very bad . 👎READ MORE
Campstove,Very nice  👌and  user-friendly good quality I am happy,5
Campstove,Very Grateful product for camping 🔥Love it❣️,5
Campstove,Nice product,5
Campstove,Useless product Waist of money,1
Campstove,"Thank you flipkart for amazing item,",5
Campstove,Average because little problem with product,3
Campstove,Good product,5
Campstove,Good,4
Campstove,Good product,4
Waterfilter,Compare than others it's Just value for money,5
Waterfilter,Very bad product wast of money don't buy it,2
Waterfilter,Super product,5
Waterfilter,This is good product,4
Waterfilter,SMPS BURN AFTER ONE MONTH AND TDS NOT DONE PROPERLY    UV LAMP BURN  WARTER PURIFICATION NOT DONE BAD PRODUCTService charhe very high,1
Waterfilter,Very nice thanks to Flipkart,5
Waterfilter,Best deal,5
Waterfilter,Good projects,4
Waterfilter,its good product,5
Waterfilter,water is leaking inside,1
Waterfilter,SMPS BURN AFTER ONE MONTH AND TDS NOT DONE PROPERLY    UV LAMP BURN  WARTER PURIFICATION NOT DONE BAD PRODUCTService charhe very high,1
Waterfilter,Water not sweet body qwality very bad,1
Waterfilter,Very bad product wast of money don't buy it,2
Waterfilter,Good productNot bad,3
Waterfilter,UV filter starts seepage from day 4. Absolutely low quality product.,3
Waterfilter,This is good product,4
Waterfilter,Good projects,4
Waterfilter,Good,4
Climbinggear,"Really amazing product. The only issue is the threads come off from the thumb holes and a few from the shoulder edges too. Ignoring this, it's amazing. Feels amazingly comfortable. Looks with that logo is cool too. I could've rated it 4 stars because of the loosing out of threads but due to its fabric and that amazing feeling, I can't help but rate it 5 stars. It's an amazing one.",5
Climbinggear,"It's Cold, Very comfortable to wear. Go for it.",5
Climbinggear,Must buy worth of money ❤️,5
Climbinggear,Good product ❤✨,5
Climbinggear,Really it is good....  thank you flipkart 😊,4
Climbinggear,Very nice product... You must buy it,5
Climbinggear,Most product,5
Climbinggear,Good product,5
Climbinggear,Awesome ...nice cloth,5
Climbinggear,Very bad quality dont buy....,1
Climbinggear,V poor,1
Climbinggear,Bad quality,1
Climbinggear,Bad quality,1
Climbinggear,Quality very poor.,1
Climbinggear,Worst,1
Climbinggear,Wrost product its start tearing from 2 nd day,1
Climbinggear,Poor quality,1
Climbinggear,Worst product I got defective product..but when I apply for return Flipkart cancel my returnNow I don't have option so I take..but guys please don't buy it,1
Climbinghelmet,Great product at this price..Sooperb Quality..Nice product..Loved it a lot..Recommended one,5
Climbinghelmet,Nice gloves. Material is thick and good. Tq flipkart for the good gloves. Different sizes can be given so that everyone can buy for different sizes of hand because it doesn't suits all hands.,5
Climbinghelmet,"Great product.It""s comfortable and soft.Easy to put on and take it off.The cushion on the palm is superb.",5
Climbinghelmet,Very good product very comfortable Good price range,5
Climbinghelmet,Good product 🍅,5
Climbinghelmet,"Knuckle head positioning is a bit off. Also the wraps are not much durable. Slightly elastic or rubbery openings for the finger tips might have been great (bcz they are loose even for my fairly big hands) but that's just asking too much for the given price. For an actual riding experience wearing these, I would rate it 6/10.",3
Climbinghelmet,Good,5
Climbinghelmet,Nice product,5
Climbinghelmet,Fantastic,5
Climbinghelmet,"Knuckle head positioning is a bit off. Also the wraps are not much durable. Slightly elastic or rubbery openings for the finger tips might have been great (bcz they are loose even for my fairly big hands) but that's just asking too much for the given price. For an actual riding experience wearing these, I would rate it 6/10.",3
Climbinghelmet,Xxl is also too small...,3
Climbinghelmet,Good,3
Climbinghelmet,The size is large and it doesn't fit well with my hand. This is the only thing that I hate,3
Climbinghelmet,Ok,3
Climbinghelmet,Good but not recommended for large size hand.,3
Climbinghelmet,Good quality,4
Climbinghelmet,Super product i Love it,4
Climbinghelmet,Good product,4
Crampons,I buy it from flipkart.  It satisfy my requirements of air. Fan is good enough to buy.Quality of fan is best but design of blade can be better for more air delevery. i will buy more because it has large operating voltage 90~290 so it does no reduce its rpm. Blade quality and design should be more better than i give 5 star to it,4
Crampons,So very good coramton bldc fan so good warking and remote so good work so 5 year Waranty so good coramton barand and very fast delivrry Filifcart,5
Crampons,"Excellent quality product,bfor the rest of my life i will only buy Crompton bldc fan.I have a issue, just read the full review you will understand.There is a tick tick tick noise coming from fan at top speed (Speed 5 only).I call Crompton they send their service engineer to me within 3 hours.The engineer just took some coconut oil and tighten all the screw and the problem resolved instantly.Look like installation guy doesn't fit the 🔩 properly.The service engineer also well assured m...",5
Crampons,Well design and very high speed having fan . Well its a remote so easy to manage for older parents without taking any stress to go to switch board. Lovely product,5
Crampons,Wow best fan quality good remote properly good work ossam.verry nice. And thanx crompton,5
Crampons,"High Speed Bldc Fan far better than any other BLDC fan brand like Atomberg,etc. Got it for 1750💵 Bucks.Blindly go for it if u want High speed and trusted brand🥰🥰🥰🥰",5
Crampons,"Fan is Nice Crompton gives you a service as well but the fan speed is not so fast is just like, using 5 speed but actually output only 4 speed like. So that's the point overall good",3
Crampons,"For 370 RPM we had expected more speed. Because on similar 370 RPM in other brands like Havells BLDC Prime we are experiencing more speed.  Simple white. Small decoration is required in head. Safety wire, batteries for remote and better shackle kit is given in other brand like Havells for lesser price BLDC models also.  We have our opinion only, as a user and customer.  Blades also could be better like slightly curved in Usha. Blades could be powder coated, for smooth and good looking finish....",5
Crampons,Good air flow. little bit shaky during start. But good as far as air flow is concerned. But crompton has to think of better air flow with bldc motor design to come under excellent category.,4
Crampons,Waste time & money. Very bad experience. Last seven days working . But not working today . No service at Crompton side. So fan removed,1
Crampons,"Looks like used fan.. Someone had already returned it.. It wobbles from speed 3 to 5 .... I thought to return but It is a hectic process... I have to wait for a week..  at first there were black marks on my white fan bottom side.. I tried removing it, couldn't remove successfully with rubbing alcohol.. I don't know why they didn't consider customer satisfaction when unboxing..dirt marks on product ..",1
Crampons,"Remote is not working,fan have problem I spent 3200 but fan remote is not working very bad product",1
Crampons,Not working,1
Crampons,Not working after 2 week of installation,1
Crampons,It's not working properly,1
Crampons,From the first day gave me a bitter experience. Fan runs without remote. Remote has no control on fan. Sometimes Fan does not run instead of on condition.,1
Crampons,Best energy saving fan and God working but low air delivery,1
Crampons,Noise,1
Snowhelmet,Beautiful helmet .. awsome one,5
Snowhelmet,I like this helmate😀. It's worth for this price and look good.  Safe packing.,5
Snowhelmet,"Worth buying decent one , not fashionable one",4
Snowhelmet,"Looks good , colour good , size fitting good , overall worth to buy this helmet",5
Snowhelmet,"Superb and I like that product, best quality",5
Snowhelmet,Very delicate plastic,3
Snowhelmet,Best fit and comfortable helmet with sturdy and classy looks,5
Snowhelmet,This product is very safe. I like its safety features and hardness. Two type glass feature and air ventilation is very good,5
Snowhelmet,Very nice qualityI like it,5
Snowhelmet,Helmet is good but it's too heavy after 5 min of wearing this helmet I felt pain in my neck,1
Snowhelmet,"Nice product, looking good",1
Snowhelmet,Bad product... Failed. Worst things.. from top side small window damage easy to small wind flow...,1
Snowhelmet,It's too poor quality don't buy plastic is too poor not original It's completely fake please don't buy,1
Snowhelmet,Don't buy this item item quality is very poor don't cover seafty,1
Snowhelmet,Low quality  and high prices,1
Snowhelmet,"U can buy only style, design, lookNot buy for quality product, don't buy material",1
Snowhelmet,Sponge part came off within few months.. it's not that quality.. size also not perfect.. for this cost it's waste of money,1
Snowhelmet,Air sound and air comming through bothe ear sides,1
Snowchains,Nice wonderful but price too much,4
Snowchains,Excellent,5
Snowchains,Really very awesome its gives a shine to my husbands coat😍😍😍😍,5
Snowchains,great value for money product.must buy,5
Snowchains,Good products,5
Snowchains,Big size,1
Snowchains,Super fantastic ❤️❤️❤️,4
Snowchains,It goes well with the suit and its design is giving a royal look to the suit.,5
Snowchains,Iam very happy ☺️ owesom product,5
Winterscarf,5,5Very good productREAD MORE
Winterscarf,5,5Completely amazing.... it's colour is bright and I like it's design it's colour fit on any kurti ☺️☺️READ MORE
Winterscarf,5,5Nice qualityREAD MORE
Winterscarf,5,5NiceREAD MORE
Winterscarf,5,5Very nice product just loved it 😍😍READ MORE
Winterscarf,2,2It is not same as in the pic that you shown. I don't know how some people are getting the correct product and they are satisfied with the product. Please don't do like this sellers money is money for all.READ MORE
Winterscarf,4,4GoodREAD MORE
Winterscarf,1,1Dimension is not perfect width is no good .I m not satisfy .READ MORE
Winterscarf,2,2Not upto my expectationsREAD MORE
Winterscarf,1,1Dimension is not perfect width is no good .I m not satisfy .READ MORE
Winterscarf,1,1NormalREAD MORE
Winterscarf,1,1Rubbish worthlessREAD MORE
Winterscarf,1,1Waste of money don't buy.READ MORE
Winterscarf,1,1WorstREAD MORE
Winterscarf,1,"1Very soft cloth, not acceptable.. 😠😠 according to the material of cloth it is very costly....READ MORE"
Winterscarf,1,1badREAD MORE
Winterscarf,1,1Waste of moneyREAD MORE
Winterscarf,1,1It's very thin plz don't purchase this stall it's looks like cotton not woollenREAD MORE
Iceskates,Best qualityComfortable for skating,5
Iceskates,Comfortable,4
Iceskates,Product quality is outstanding.,5
Iceskates,Size fitted correctly 👌,5
Iceskates,"Good at this price point ✨. Amazing quality and worth for money ,👍",4
Iceskates,Well standard and comfortableSuch a nice product,5
Iceskates,Very nice product but delivery was came late,5
Iceskates,Awesome pic,5
Iceskates,"Black coler skate ,, fitting size comfortable 7-10Nice product but lock is very weak 😒",1
Iceskates,"Black coler skate ,, fitting size comfortable 7-10Nice product but lock is very weak 😒",1
Iceskates,Not good items in Flipkart,1
Iceskates,3 Rd class,1
Iceskates,"The quality is very bad, please don't buy this product.... the wheels are bending.....",1
Iceskates,Product shown defect within 02 03 days of use. Replacement requested but the old product not changed and even replacement cancelled from flipkart without customer consent. Has to go through very horrible experience. Money wasted.,1
Iceskates,not good,1
Iceskates,I want to refund it .But this  option is not there. This is a worst product,1
Iceskates,Lower quality bearing,1
Iceskates,Don't buy them they are Useless If you buy it you most regret so don't buy it,1
Skihelmet,Probably the best helmet in its range. You can use it as full face as well as open face. The outer visor is clear & inner one is dark so you can use the blackend visor in sun & retract it in the night for clear visor. The air supply is good while wearing & opening the vents. Plus white color absorbs least heat.PS: honda sticker is not part of the package.,5
Skihelmet,Very perfect helmetM size is very perfect for tall personMost important -Very comfortable from inner side,5
Skihelmet,Best fit and comfortable helmet with sturdy and classy looks,5
Skihelmet,Good product 👍👍👍👍,4
Skihelmet,Super,5
Skihelmet,One of the best helmet and very comfortable to wear worth to buy,5
Skihelmet,Perfect fit and expected quality. A great product.,4
Skihelmet,Build quality is good and safety. I am satisfied with this good product and it's design is awesome.,5
Skihelmet,"Looking stylish, build quality also good",4
Skihelmet,"I went for a long ride by wearing this helmet to be frank.*The wizer starts vibrating when my bike reaches above 70kmph.*The inner cooling glass is not assembled correctly due to which it get scratched when their is movement.*The flip-up doesn’t hold for longer time wile riding initially it comes down without manual movements(so the build quality is low)*its not light weight, can’t use this for long ride will get the neck pain.",1
Skihelmet,Don't buy this product.Very chip quality,1
Skihelmet,Good but not dual visor only single visor provide and in description showing black and white visor provide 😡😡😡,1
Skihelmet,Air sound inside . Running time ears are cold inside,1
Skihelmet,The inner foam/cution was ditached ...buil quality was very poor,1
Skihelmet,Don't buy this item item quality is very poor don't cover seafty,1
Skihelmet,Plastic quality worsted,1
Skihelmet,Size issue,1
Skihelmet,"As per image product was different. In service industry this is the shame. If anyone need something urgent and reputed brand stick something else what to do. So please book product in hurry by look in website Or app, Unless if have plenty of time.",1
Snowboardwax,Very good 👌👌💯For me it is good in terms of price in all 🔥respects It was good to use the truth And I got the delivery too early👌💕🔥,5
Snowboardwax,Product Quality Is So Good & Product Is New.....Thanks Flipkart.Thanking You &Thanks Delivery Executive Boy For The Right Time Delivery.....I Am So Happy For This Product.Thanks Flipkart.Thanking You & Thanking Your Delivery Executive Boy Again,5
Snowboardwax,Very bad product.... don't buy this product.... Fully waste of money... My recommend Try Gatsby wax or urban gabru wax,1
Snowboardwax,I don't know why the hell this pack is not filled properly and this product doesn't have any return policy,2
Snowboardwax,This wax is not useful for us.they hold 2 to 3 hrs onlyI suggest you please don't buy 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 I am not satisfied with this wax,1
Snowboardwax,"Dont purchase it,  waste of money,  don't set hair as our wish,  full waste of money,",1
Snowboardwax,I'm happy this product and Verry Fast delivered to my home address,5
Snowboardwax,Very nice product,5
Snowboardwax,superp in this price range...,5
Horseridinghelmet,Beautiful helmet .. awsome one,5
Horseridinghelmet,I like this helmate😀. It's worth for this price and look good.  Safe packing.,5
Horseridinghelmet,"Worth buying decent one , not fashionable one",4
Horseridinghelmet,"Looks good , colour good , size fitting good , overall worth to buy this helmet",5
Horseridinghelmet,"Superb and I like that product, best quality",5
Horseridinghelmet,Very delicate plastic,3
Horseridinghelmet,Best fit and comfortable helmet with sturdy and classy looks,5
Horseridinghelmet,This product is very safe. I like its safety features and hardness. Two type glass feature and air ventilation is very good,5
Horseridinghelmet,Very nice qualityI like it,5
Horseridinghelmet,"I went for a long ride by wearing this helmet to be frank.*The wizer starts vibrating when my bike reaches above 70kmph.*The inner cooling glass is not assembled correctly due to which it get scratched when their is movement.*The flip-up doesn’t hold for longer time wile riding initially it comes down without manual movements(so the build quality is low)*its not light weight, can’t use this for long ride will get the neck pain.",1
Horseridinghelmet,Don't buy this product.Very chip quality,1
Horseridinghelmet,Good but not dual visor only single visor provide and in description showing black and white visor provide 😡😡😡,1
Horseridinghelmet,Air sound inside . Running time ears are cold inside,1
Horseridinghelmet,The inner foam/cution was ditached ...buil quality was very poor,1
Horseridinghelmet,Don't buy this item item quality is very poor don't cover seafty,1
Horseridinghelmet,Plastic quality worsted,1
Horseridinghelmet,Size issue,1
Horseridinghelmet,"As per image product was different. In service industry this is the shame. If anyone need something urgent and reputed brand stick something else what to do. So please book product in hurry by look in website Or app, Unless if have plenty of time.",1
Saddle,Great,5
Saddle,Nice but not so soft😔,3
Saddle,Thanku so much Flipkart,5
Saddle,It's awesome,3
Saddle,Very very bad product,1
Saddle,Very good. thank you flipkart.,5
Saddle,Superb go for it too good for the price.Very soft,5
Saddle,Awesome 👌👌,5
Saddle,Seating comfortable but 3rd class quality,2
Saddle,Very very bad product,1
Saddle,very bad,1
Saddle,Seating comfortable but 3rd class quality,2
Saddle,Nice but not so soft😔,3
Saddle,It's awesome,3
Saddle,Light not working everything else is great,4
Saddle,Great,5
Saddle,Thanku so much Flipkart,5
Saddle,Very good. thank you flipkart.,5
AirFreshener,"No smell ,bad item",1
AirFreshener,I thought it would be the best in fragrance but don’t meet my expectations. Very low fragrance. Lasts for just micro seconds,1
AirFreshener,In the description it says that this will last for 70 days but it ran out in just 7 - 10 days . Smell is good though .,5
AirFreshener,Not good,1
AirFreshener,Very  good,4
AirFreshener,Nice,5
AirFreshener,Excellent,5
AirFreshener,Good Room freshner,5
AirFreshener,very good,5
AirFreshener,"No smell ,bad item",1
AirFreshener,I thought it would be the best in fragrance but don’t meet my expectations. Very low fragrance. Lasts for just micro seconds,1
AirFreshener,Not good,1
AirFreshener,Not so effective essence,1
AirFreshener,Bad quality,1
AirFreshener,Finish very soon,1
AirFreshener,Fragrance has very low intensity. It covers very small area.,1
AirFreshener,very bad smell not freshness,1
AirFreshener,It's broken product,1
Fan,"Packaging was excellent.Product is very good, air throw is also very good.I was tired of those plastic pedastal fans, very good product.It was easy to asseble as well. Go 4 It",5
Fan,Best i am happy thanks filpkart,4
Fan,"initial review: I got this for 1.8k, at this price quality of fan is okey. all are plastic and average build quality.I will update the long term review after a month or few.",3
Fan,Good product noise less,5
Fan,working good...wind speed is not so fast but ok .,5
Fan,"Very poor quality , it is not strong , very light in weight",1
Fan,Fan received in very good packaging and product quality is awesome for 1599-1 star because speed is a little bit low.....perfect for small rooms not for big rooms,4
Fan,Speed not well.,2
Fan,Super fan,5
Fan,"Very poor quality , it is not strong , very light in weight",1
Fan,Bad quality product,1
Fan,"Worst quality, not worth the price.",1
Fan,Speed not well.,2
Fan,Plastic pvc body. Unreliable. Moderate air and no installation service even after 48 hours of delivery. Don't go for it.,2
Fan,"initial review: I got this for 1.8k, at this price quality of fan is okey. all are plastic and average build quality.I will update the long term review after a month or few.",3
Fan,Best i am happy thanks filpkart,4
Fan,Fan received in very good packaging and product quality is awesome for 1599-1 star because speed is a little bit low.....perfect for small rooms not for big rooms,4
Fan,Working well,4
AirCooler,"I gave the Review already when I bought this cooler in a month period you can find it below.Its been 4 months since I am using this cooler.I found drawbacks in it:1. The Air throw has been reduced , but the good thing is noise also reduced.2. The front air droplets are dropping down after some time. Earlier one used to get down, now both are getting down3. The supporting wheels has been broken when the cooler is turning a side, When I was turning one was broke first later other were bro...",4
AirCooler,"Cooling is grateful , build quality is very good , air throw is absolutely fine but  fan window is every time down without outer force this is big trouble. We every time up this window but after some minutes automatically window down all wind goes up side  .So felling not well . And quality of coller is very nice.Please find this problem solution and give us",3
AirCooler,"Awesome product by Bajaj.I have written this review after 2 week used this cooler. Pros:Fan speed is good, 3 level of speed control. Noise level is average. Cooling is good. Need to place cooler near to open windows. Descent looking..Design is cool and finishing of cooler is very good. Solid good plastic quality is used by company. Easy to move from one place to another place. Cons:Water drain process is manual and very complex. It always irretate me. Mosquito protection is not gi...",4
AirCooler,Flipkart delivery was excellent and on time . Cooler is nice and light weight though size is big. It is easy to move from one place to other. I am just giving 4 star because it's vent window doesn't remain steady it goes down within 15 -20 minutes. I saw similar reviews by many others but I went ahead and bought this thinking  BajaI might have rectified this issue but no luck . I use to keep cardboard piece to keep it sraight,4
AirCooler,fantasticvery fast delivery and cooler also very good comparing to the other cooler this cooler is good worth it for the price must buy,4
AirCooler,Very nice so nice fantastic cooler very good,5
