,ProfileName,Score,Text
246280,Natasha Stryker,1,"I was really looking forward to having a way to toss a few pouches of brine-less olives in my purse for a non sugary snack on the go.<br /><br />I am SOOO disappointed in the texture and flavor of these olives; mushy and gummy in the mouth and like gasoline on the tongue -- yuck.  I was very happy with amazon customer service, they gave me a refund.<br /><br />Maybe olives are stored in brine for a reason."
164402,Marisa,1,"I used this sparkle for my daughter's birthday cake, but the sparlkes did not show at all so its just a waste of time unless you are putting it on a dark color cake."
180636,"smoky ""smokybluz""",1,I honestly don't know how this item is allowed on store shelves! It's THAT BAD!<br /><br />I was having trouble locating my favorite vanilla nut tea from another tea company and in its absence decided to try Stash's. I cannot even express how 'chemical' and unnatural it smelled and tasted! I had to throw it out! Will never purchase Stash again.<br /><br />Disregard the 1 star rating... I would give it 'zero' if I could!
245990,franny,1,"This was the worst item I ever saw.  It was rubbish and I returned it and they did not give me my money back.,  The item was rubbish and the seller even worse.  I will be careful next time I buy something online."
262542,"Cat woman ""Cat woman""",1,I found this product to be inedible and now I'm unable to get my money back.  If I could give it zero stars I would.
189907,nikyob2004,1,"I love french vanilla tea, but this was absolutelt the worst taste, I usually drink 5-6 or more cups of hot tea a day, and this will not be one of them."
244035,Nicholas R. Bessmer,1,"This is Weetabix from The U.K. Therefore, you are paying four times the price if you bought the cereal Canadian version right at Trader Joes. Beware!"
59662,CDL,1,"Ever since I opened the newest bag of ""Taste of the Wild,"" my dog has not wanted to eat it.  The pellets look much different than usual, and the food does not smell good.  My dog rejects it, and when he does eat a little, he looks very unhappy about it.  He has been vomiting multiple times per day since eating this new bag of food.  Through a process of elimination, I have come to the conclusion that this newest bag of food is making him sick.  Although my dog used to love this food, I have lost faith in the brand and will not be ordering any more."
334495,"Late2Serenity ""L2S""",1,"They sound good, however I personally don't think that they taste very nice. I love salt and vinegar potato chips, and for me, these are no substitute. I found the salt and vinegar flavouring to be quite weak, and they have an unpleasant aftertaste.  When you bite into them, the feeling is like biting into polystyrene.  The other flavours may be better, although judging by my experience with these I have my doubts.  I'm disappointed."
367073,Jacque,1,"The words 'organic' and 'chocolate' attracted me to these bars, but I could barely choke one down. I don't think I even ate the whole bar I tried, most of it went into the trash, where the rest of the box followed, after a bite or two."
474422,Customer #1,1,"This sweetener is NOT from stevia. Natural stevia sweetener is a mixture of extracts of steviosides and rebaudioside-A from the leaves of several varieties of stevia plants and has been used and studied worldwide for decades and is classified ""generally regarded as safe"" by the FDA though some may not care for the taste.<br /><br />Truvia on the other hand is a Coca-Cola/Cargill partnership brand name for FAKE stevia sweetener; a mixture of .9% rebiana (not even an ingredient of steviana) and 99.1% erythritol sweetener derived from corn plants grown by Cargill, who have admitted that 30% of their corn is Genetically Modified. Regardless of the fact that the FDA is allowing this on the market, like many products these days this substance has not been properly tested and reviewed for negative or dangerous side effects of which many have already been reported by consumers of it.<br /><br />I will also be contacting Blue Sky Natural Beverage company about this unnatural ingredient in their ""100% natural, no calorie, no artificial sweetener"" sodas. Since my main goal in trying this soda with was to get away from genetically modified foods such as high fructose corn syrup and aspartame, I now do not trust Blue Sky enough to even try their regular sodas which they claim are made with ""real"" sugar, since nowadays that usually means a percentage of cane sugar mixed with sugar from genetically modified sugar beets. It is infuriating that companies like this can lie through their teeth to sell a phony product with no regard for the buyer and face no legal consequences."
370097,Wilma Jean,1,"I would not object if these had been labeled simply ""currants"" because Zante grapes are called currants in this country (the U.S.). However, Bob's Red Mill has unfortunately chosen to label these ""black currants"" which generally means Ribes nigrum. Luckily, I read the fine print at the last minute. Zante raisins (Vitis vinifera) are fine as raisins go, but they are not the antioxidant powerhouses that real currants are, and they do not have the complex flavor that the rest of the world associates with black currants. Bob's Red Mill ""black currants"" are probably better than most Zante raisins, but the label is misleading and it misrepresents the product. Bad call, Bob. I expect better from you."
465400,Colcord,1,"The hospital where I worked bought this coffee in these single use packs and every pot of coffee was that ""first open can of coffee aroma and favor taste"". So when I found this product on line in the single pot of coffee serving I was hopeful to find that same experience. However, when I opened the 1st wrapped pack it did not have that very fresh aroma. The coffee did not have the favor of the coffee when you open a new container, but rather tasted like the last remaining grounds of a nearly empty can of coffee. I have used 3 packages of this product and all taste the same. I'm sorry that I have the rest of this product to drink!"
33430,Phillip Morphis,1,"Yeah, yum.. If you like candied liquid smoke. I've never tried Walden Farm's before but the idea of 0 calorie, scratch that, *TRACE* calories and zero carbs. Wait, there's Splenda and it has half a carb per serving, plus tomato paste which also has carbs and other things on the ingredients that you can't de-carb.<br />Anyways, I digress, the idea of very little calories and very little carbs sounded too good to be true and yep. I drizzled it onto a grilled chicken wrap and bit in. Oh my god. The first thing to hit was a overly sweetness and not a real one, the chemical kind, bletch. The next thing to hit was a smokey taste, and again, not a very good one. It was way too strong and chemical tasting.<br />It ruined my wrap. I should have tasted it separately, but I thought for sure it couldn't be that bad, plus the taste of the Cajun seasonings on the chicken would help hide the taste. I was wrong. By the time I got to the end of the wrap where the liquid fool's gold had collected and bit through, it was way too much. I spit it out and threw the rest away. And all this from a small drizzle down the middle, after all, I was trying it.<br />I couldn't imagine pouring this on something and grilling that nastiness into it.<br />The other reviewers who gave it 5 stars. I don't know what they were thinking. Or maybe Walden Farm's changed the recipe but I didn't get spicy at all in this. It was a bottle of chemically candied chemical smoke flavor.<br />Absolutely horrid. I'd advise staying away unless you like wasting money, not just on this bottle of septic tank juices, but anything it touches. I must now to gargle Listerine and brush."
343679,Lourdes Ortiz,1,I tried this Chai to see if it beats my all time favorite (Celest. Seas. Honey Vanilla White Chai Tea) since it got good reviews.<br />I am only glad I can rest knowing that I've tried all the main supermarket available brands and they don't satisfy.<br />Like all of Bigelow's vanilla flavored teas-there is this taste and scent that is released in your mouth when you sip it.  It's weird and strong.<br />It almost seems as if they use too much vanilla or they have some weird substitute flavoring in those teas.<br />I really like their Earl Grey tea-if you're into that.  But Stash makes that tea better.<br />I hope this helps.
221561,yogizorch,1,"I ordered this product and received it in a timely manner.  Instead of the (Pack of 6) as advertised, I received one 100 count box of tea.  I e-mailed Amazon and they promptly sent me a replacement order.  I eagerly awaited the (Pack of 6) as advetised.  Instead I received another single box of 100 tea bags.  The tea is of good quality and seems to have been aimed at the Russian market judging by the russian language on the packaging.  I'll stick to PG Tips, <a href=""http://www.amazon.com/gp/product/B001EQ5JLY"">PG Tips Black Tea, Pyramid Tea Bags, 80-Count Boxes (Pack of 4)</a>,Typhoo <a href=""http://www.amazon.com/gp/product/B0049EF1QQ"">Typhoo Regular Tea Bags, 80-Count (Pack of 3)</a> or my new favorite Lyon Tea."
387132,J. Lance,1,"Based on what other people wrote I thought sure I'd like this.  I was wrong!  The pasta itself is good, but the cheese powder was so incredibly salty I threw most of the finished mac and cheese away.  Now, faced with the other eleven boxes my only option seems to be use the pasta and part of the cheese powder, add my own cheese to the mix and hope it turns out ok.  Which will make the whole thing much less convenient and one whale of a lot more costly!<br /><br />Hodgson Mill usually makes good stuff and this is a real disappointment."
160183,MW,1,"I wanted to make some nutritional pancakes to eat, so I combined the buckwheat flour with all purpose and it came out to be a big mess! The buckwheat flour was gummy, I was so displeased with my pancake mix, I threw it in the garbage and the buckwheat flour included. Perhaps the flour was not good or something, but the recipe that I followed was from a well-known sight and the pancake mixture should not have been a problem."
398573,Dawn,1,"After comparing my own sense of what sweeteners taste best with that of others, I have concluded that there must be a genetic explanation for why some brands have an unpleasant aftertaste for certain people while being perfectly flavorless for others. I have a strong aversion to Sweet n Low because of what is for me a most unpleasant aftertaste, but I know that some people enjoy it.  Splenda and Equal have very little aftertaste for me, and blended in with other ingredients, I cannot detect any unpleasant taste from either, although I have friends who cannot stand to use them. Many years ago, I bought liquid Stevia sweetener, but the aftertaste, which to me had an anise flavor, was a turn-off. In the quest for a healthier sweetener, I decided to purchase a small box of Truvia, thinking that the powdered form might be more inviting.  Instead, it has the same disgusting bitter aftertaste that I remember from Sweet n Low. But like that sweetener, many people seem to enjoy Truvia and other Stevia products. If you aren't able to try just a sample of Truvia and therefore are considering spending your hard-earned cash on an entire box, then be aware before you buy that you may have taste buds like mine that can detect bitterness in this product."
14605,"Mike McNu ""Mike""",1,"I ordered Emerils Big Easy Bold a few weeks ago, and at least half the time I have been dissatisfied, because there is something wrong with the pods.  The pods do not work well in the Keurig.  Instead of dripping down into the cup, they collect the water, flooding the dispenser and delivering only half a cup.  At first, I thought it was our Keurig, but the other coffee we have, the tea, and the hot chocolate work fine.  It's only Emerils that doesn't perform the way it should. It was ordered new from Amazon, but other Keurig products from Amazon are fine."
37944,Suzi homemaker,1,They've changed this recipe and it doesn't taste the same anymore.  The last time I order it was a little different but I could still drink it.  Now it's not the same at all and I'm so disappointed.  It's not even drinkable.  I'm going to contact the company to see if they can do anything.
272506,Emily,1,"This coffee taste horrible. I don't know if is the brand or what.  I love coffee and specially flavored coffee, but this one takes the prize for the most disgusting taste."
235386,"Trophy Wife In Charge ""Diplomat""",1,I love licorice these were dry and the flavor was nasty! I think they were many years old no date on the bag. Had to throw them away! Don't waste your money sorry I did.
519188,Science Mom,1,"This is by far not worth the money I paid for it. I ordered it as a suprise for my daughter's classroom. It is a plaster like cast with very little detail.  It came late (ordered 10/18, recieved 11/5).  It is damaged (chipped in one corner), dirty (covered with plaster-like dust), and will break the first time it is dropped or bumped.  I probably could've used clay and some plaster to make a cast of simliar quality myself. Don't waste your money!"
382579,Lynn Gonzalez,1,Go to PetSmart or Petco and pay under $2.00 a can.  The food is great.  I use it for my Toy Maltese
224989,"TXtraveler ""customer""",1,"This tea had a weird strong musty smell and taste that got in my nose and would not go away until the next day. I'm not kidding. Don't know what's wrong with it but ended up throwing it out, and that was several bags. Teas Etc. is a good vendor so I was really surprised. Bleh."
252375,Monchi,1,"I had the same experience with pasta not cooking all the way through. I even microwaved a bit longer, but still it was really hard. Cheese tastes fine but I can't eat uncooked pasta. Very disturbing and awful!!! The other brad I had was good so I was hoping this was good too but beyond disappointing. I will never buy this again."
254465,"James Acheson Jr. ""Tyler Durden""",1,"Maybe it's me, but these were not buttery at all.  These were like big after dinner mints (the kind that come in pastel colors), and were nothing like the butter mints that I expected."
84222,Serp,1,"I wanted to try these out because of the price and because it seemed to have solid reviews. I really like Slim Jims, and this looked similar and had good reviews.<br /><br />I didn't notice any mushiness that some people claimed. I thought it had a good snap to it, although you can definitely see where the casing is and the rest of the product, and sometimes it will just slide out a bit.<br /><br />I like the packaging. You can stick these into a big slider ziplock bag and it makes it far more convenient than any individually wrapped product, like Slim Jims are. I don't know how well it will keep that way, but I think it should be fine because, well, these products are pretty much designed to be kept like that. I don't know why some companies individually wrap theirs, maybe someone else can chime in on that.<br /><br />And now for the negative. Originally I tried to be more diplomatic with it, because I didn't want to dock stars for it not tasting like a Slim Jim. My brother absolutely hated the sticks and considers them disgusting. I held out that they weren't that bad, but after forcing myself to eat them the last few days I now give up.<br /><br />But worse is the ingredients. These things pack MSG. There is no nutritional label so we don't even know the percentage of it. But it is listed as an ingredient. Now it depends on you if that is a problem or not, for me personally I want to avoid MSG so this product doesn't work for me.<br /><br />I will likely throw away the rest of what I have. It is better to go for regular jerky, which can actually be healthy. These sticks are however a different product that you have to look at carefully, and for me the taste just isn't good enough to justify eating them."
99626,John Mcleod,1,"This coffee is bland, burnt and just all around horrible.  Once Starbucks left the queue, Gevalia just doesnt compete."
128855,Alyx,1,25 SCARLET / CAROLINA RED MAPLE TREE Acer Rubrum Seeds<br /><br />THEY ALL DIED ON ME!! WELL NEVER BUY THIS AGAIN!!
940,A. Spencer,1,To be fair only one of my twins got gas from this but it was horrible. Up all night screaming from gas pains. Garbanzo beans are not an ideal food for young babies.
324734,"Ellen Dawson ""seriousb""",1,This spice is fabulous for pasta salad or just a regular lettuce salad BUT DO NOT BUY IT HERE!!! You will get six 2.62 oz bottles that are waaaaaay overpriced! You can buy it at other online spice sites for a much cheaper price or even you local walmart or grocery store.
289996,Anonymous,1,"I don't think I have a particularly sensitive palate, but this was truly undrinkable.  I couldn't detect any flavors of pumpkin, cinnamon, or nutmeg.  Instead, it had a strong plastic and metallic taste, with a clove overlay.  I like some of their other Sugar Free syrups, but the Pumpkin Pie one was noxious.  Try to taste a sample before you order a huge bottle."
18841,Paula Prose,1,I ordered this over a month ago and have not received the product and have not received an answer from the  company as to why I did not get the product.  Buyer beware!!!  Over $40 down the tubes!
411101,ollabarabolla,1,I could not get the Maple Grove Farms rasberry syrup so I decided to try their apricot syrup. It is<br />almost sickly sweet.  I could only recommend this syrup for those who have a strong sweet tooth. I never knew apricots were so sweet!
156158,Mike Wynn,1,"My K cups came in all bloated, looking like over inflated marshmallows.  They won't even begin to fit in the machine."
152730,Pamela Kearney,1,My cats are very fussy.  But they'll eat Sams Members Mark brand food and walk away from this one.....  I thought that because they used to spend a lot of time out in the wild that they would like this but they dont.
36616,Brenda Gayle Mulgrew,1,This is the most disappointing product I have ever ordered. The experience was like chewing a rubber band. They have no flavor and are not palatable.
309364,Beachlurk,1,"I could not produce an edible pancake with this mix. No amount of following directions or tweaking the added ingredients worked. I'm so sorry I didn't read the other reviews before ordering.<br />My husband has had some success using it as a breading for fried food. So if, like me, you are stuck with 6 bags of it, this might be an option."
106601,speedy,1,I knew something was wrong when I opened the bag.  The beans had no shine or smell.  The coffee is worst than any off the shelf store brand and cost more.  I thought I could never taste a bad coffee until I bought this and now I have three bags! grrrr
109135,Alex,1,"I received the box, which contained--to my surprise--three spots with the rest spacers for the tomatoes. At a price of $19.95 (and I'm not that price sensitive), I thought this was seriously over priced. Worse, while two of the plants are well on their way, the third never sprouted. Did some investigation, and there were no seeds in the third. So, I basically paid $10 a tomato seed. As much as I love cherry tomatoes, and have loved other aero garden kits very much, I would not recommend this one."
113297,Jimmyfresno,1,"On the website, the Genco packaging labels this as Olive Pomace Oil. What arrived was labeled in small lettering on a stick-on label, ""Rape Pomace Oil,"" an oil made not only from rapeseed (canola) inferior oil, but from the leftover pomace of even that.  Although I bought this as a low quality oil acceptable for making olive oil soap, it is unsuitable even for that purpose.<br /><br />I was sadly misguided by all marketing sources leading me to this purchase. Please be careful, because this is priced almost equally with lower grade olive oils, which it is not."
217928,Radiance,1,Last time I checked a package of these in the market they were made in CHINA.
87377,BXC,1,wow. they may have good numbers as far as nutrition (or lack of bad things) goes but where's the flavor? yuk.
54762,"lulu ""lulina""",1,"I ignored the other reviews for this oil, and purchased because I thought the price was good.  There were two things wrong. First, you will notice it says to put in hot water to melt the oil so you can get it out of the bottle.  This packaging is appropriate for warm weather locations.  Seattle is not a location that works for this product.  2.  The smell gagged me.  You do not want to put this product in your mouth.  I might use this on my hair, before washing it, but that is about it.  It stinks!  I have purchased other brands, from this website and from vitamin websites and they were cheap and lovely to the nose, mouth, and body.  I honestly do not know why this smells so bad. I have edited my review.  The reason I purchased this oil over others was that I thought that it was a bargain.  When I got the container I found that it was no cheaper and in fact more money than some oils I have been purchasing.  If you are using coconut oil for eating or putting on your body,  I urge you not to buy this oil.  It stinks really really bad, is no bargain and you cannot get it out of the container.  I should have returned it to amazon immediately upon receiving this."
565988,ant,1,"I'm not sure how a corn based diet got 5 stars from every one. before you purchase any dog food please identify all the ingredients and find out what they do to your dog. corn is really horrible for the coat and for the skin. go grain free, no fillers means better nutrition. better nutrition means they eat less, so in the long run those pricey foods that are grain free become cheaper. spend the extra money on food, not vet bills to figure out why you dogs itching so much or had skin problems. some good kibbles are, taste of the wild, evo, instinct, and the list goes on. if you don't want to spend that much you can go with canidae. if you really give two hoots about nutrition go with raw or freeze dry raw, or you could go with origin kibble which is nutritionally close to raw. I've never met a dog that turned it's nose to stella and chewy. take it from a certified dog behavior specialist, pass on corn."
47829,"M. Bulla ""Amatullah""",1,"Honestly, I feel terrible writing this review because I searched and searched for an alcohol-free, liquid vanilla in a larger amount and really wanted to LOVE this product!  I bought this product specifically because I live abroad and needed a larger bottle and they offer this in 16 and 32 ounces.<br /><br />This product is very thick and tastes very strongly of chemicals.  I could barely get any vanilla flavor from it - and it makes my icings and frostings taste horrid.  The propylene glycol (not safe) just makes the product taste terrible.  It's listed as the second to last ingredient - but really - it just takes over any vanilla in the bottle.  And it comes out like glue into the measuring spoon and sticks!  Really a disappointment."
274257,happyamazoner,1,"Yuck, yuck and yuck. I did not approve of these ""noodles"".  Smelled awful and the texture was chewy and tough...really disgusting.  Did not matter what type of sauce or soup I put them in, they were still gross.  I wasted my money on a 20 pack and expensive shipping."
510584,Terminator,1,I bought this product as a replacement for Starbucks chai. But it is awful and taste horrible. Not that the Starbucks chai is any better. Waste of money if you know the real taste of chai. It is nowhere close to the taste of chai for real chai lover.
119379,itwasalvrstryst,1,"I bought these thinking they would be a slightly more productive treat for my 6yo, small, male cat. Usually I give him little pieces of plain fish or chicken, but was happy that there was something that might lessen how often I brush his teeth (since he hates it with a furry passion!).<br /><br />I gave him one thinking if he liked it I would give him more, but didn't want to confuse his system. After about 3 minutes, he threw up everywhere. More than once. I didn't want him to be sick, but he was so excited and had gobbled it up so fast I thought I would try the other flavor. Same thing after only one greenie. He's an EXTREMELY healthy cat, very active and has never had a single health problem, but these made him so sick. After he threw up he wouldn't eat for two days. I was going to take him to the vet, but he perked back up, and started eating normally (hasn't thrown up once since).<br /><br />Obviously it's not like this for every cat, but I looked into it further and if you read reviews from other major sellers there are many problems like this in perfectly healthy cats. Some reacted even worse than mine, so I was lucky."
177625,"John Britton Jr. ""mrbritton""",1,"The product description claims ""It contains no high-fructose corn syrup in regular flavors and no aspartame in diet flavors."" This is true - instead ALL of the 12 sample flavors we got with our machine contain SPLENDA (sucralose), whether ""diet"" or not! You have to read the fine print to discover this. Prior to reading the fine print, we tried the root beer: hmm, tastes like root beer but with an artificial after-taste. Then the ""Dr. Pepper"": hmm, tastes like Dr. Pepper but with an artificial after-taste. Checked the fine print: sugar, PLUS SPLENDA. Who would have thought the NON-diet flavors would contain SPLENDA? We threw the remaining 10 sample packs out and will look elsewhere for flavorings that don't sneak artificial sweeteners in - Monin syrups come to mind."
524894,Outrageous,1,"Amazon, are you kidding me? This week at my local grocery store the 24 pack cube is $6.99. It has been on sale for $4.99 before too."
117883,carefuleater,1,"This came as a surprise to me because I have enjoyed many other WF products. However, the texture and smell of this peanut spread (not peanut butter!!) is gross. Slimy, thin and tastes like it contains sugar alcohols. Not pleasant. I can imagine mixing it into a recipe to hide the odd texture (it might be good in peanut butter cookies) but otherwise, skip it."
518921,P. Laird,1,"My wife and I have been drinking various Celestial Seasonings® teas for a long time, and have always found them to be excellent, flavorful blends. There is also a sense that the company's philosophy -- natural ingredients, healthy teas, sustainability, etc. -- gives consumers confidence that  consuming Celestial Seasonings® products will always be a satisfying and wholesome experience.<br /><br />That's how we felt... until today.<br /><br />A few days ago, I bought a new type of Celestial Seasonings® tea -- ""Sweet Harvest Pumpkin"" -- which I'd seen on display at the local Big Y supermarket. Knowing my wife has a liking for things pumpkin, I bought some. (I don't drink caffeinated tea anymore, so I wasn't going to try it.)<br /><br />Today my wife told me about the odd taste left in her mouth after she'd had a cup of the tea -- she said her mouth felt ""puckery"" after drinking it, and there was an unpleasant aftertaste which lingered even after she brushed her teeth. This experience prompted her to look at the list of ingredients on the box of tea... and to her surprise and dismay, she saw that one of the ingredients was ""stevia extract"".<br /><br />Stevia is a so-called ""natural sweetener"" derived from the Stevia plant. Here's what Wikipedia had to say about that plant:<br /><br />""The species Stevia rebaudiana, commonly known as sweetleaf, sweet leaf, sugarleaf, or simply stevia, is widely grown for its sweet leaves. As a sweetener and sugar substitute, stevia's taste has a slower onset and longer duration than that of sugar, although some of its extracts may have a bitter or licorice-like aftertaste at high concentrations.""<br /><br />I've tried a couple of drinks sweetened with Stevia... and I think they're vile. Worse than stuff sweetened with Saccharin or Aspartame, in my opinion... and they're pretty bad. That Celestial Seasonings® could think it was a good idea to put this wretched crap into their tea... well, it just boggles the mind. Not only that, they don't warn you that this junk is in the tea -- you have to read the fine print, and that's something I never expected to have to do with the products of this once-excellent company.<br /><br />As someone who gave up adding sweetener of any kind to his tea many years ago, I find it extremely offensive that Celestial Seasonings® has taken it upon themselves to sweeten their teas for us, especially with something as loathsome as Stevia. Really... do we need this? I don't think so. -- PL"
442381,"Sam ""panettonea""",1,"I bought this kit several months ago.  It was a lot of bother, and took about 2 months before it produced any mushrooms at all.  Then I got about 9 nice mushrooms--that's it.  Hardly 2-3 lb. as advertised.  It hasn't produced anything since, even though I've carefully followed all the directions.  A good mushroom kit should produce lots of mushrooms and also be easy and fun.  This kit is a dud.  Please don't even bother."
479753,JKJ,1,"I've been using the Vacu Vin for probably about as long as they've been making them, and still had a good one with plenty of stoppers before I bought this ""Concerto"" model.  I bought it because of the ""click"" the user is supposed to hear when the right amount of air has been pumped out of the wine bottle, for the obvious reason that I didn't want to keep pumping when there was no need to. The problem is that after using this model multiple times, I have yet to hear it click, so I might as well have just stayed with the older device I had.  Since this thing is apparently clicking away for most reviewers, my case is probably just an isolated one (or maybe in my advanced years I'm just not robust enough to pump to the click--though I'm skeptical that that's the problem)."
30334,Iris L.,1,"i received the package early tonight and it was finely packed. despite that, these bars taste awful! I bet the chocolate cover is of the worst quality - no better than crewing wax; not even mention the god-knows-what that fills in it! how can it rank the first among all nutrition bars! i really want to rate it with no star if it's allowed!"
226752,"T. Leech ""Tammy""",1,We got a box of this cereal with high hopes.  It doesn't have a very good flavor or texture.  My kids won't even touch it.  They each tried a handful and all of them disliked the flavor.  Doesn't taste like chocolate at all.  I'll stick with Special K Chocolate delights over this.
39925,Jen,1,"I wish I could give this food ZERO stars! It doesn't even deserve 1 star. I switched from wellness core to this food because I read an OLD review and critique of this food BEFORE P&G bought them. No grain, great limited ingredients, no red flag ingredients, all american product. However, since P&G(heartless, money grubbing, animal testing company that has a track record of ruining every quality pet food brand they buy) bought them they must have changed, at the very least, the quality of ingredients. My cat DOES NOT have a sensitive stomach/GI tract and has never had a reaction to any new food Ive given him. Two days after he started eating this his coat started feeling very coarse and he started having the WORST diarrhea and litterbox odor that filled my entire house. I feed him an entire bag of this stuff and instead of gradually getting better, his problems continually got worse. Towards the bottom of the bag it got to the point that his feces was so liquid, it would drip behind him through two rooms of the house! Gross I know, but I think others need to know how bad his problems were before they think of feeding this food to their babies. He is now on Orijen kibble and a frozen raw diet and the problems stopped the day after I switched him off this food. I believe at one time this was a quality food made by a quality company, but this is not the case anymore. Sad, but I think this food is now along the same lines as crud like meow mix and purina."
219995,"odaymd ""odaymd""",1,These clams are good but this is a ridiculous price. You can buy a pack of two 51oz. cans at COSTCO for less than $12.
78258,melpat,1,Product is not growing even when following the directions to a tee. I would not buy this product again.What a rip off
140907,Nathan W. Moore,1,"I ordered 1 case (12 bags) of the Pumpernickel and Jalapeno Cheddar sandwiches to give to a friend who who is going through Chemo/radiation, as these are his favorite.  I was amazed that I put the order in yesterday afternoon and they arrived this morning.  That was great!  However, I was disappointed that the expiration date on all of the bags is Feb 13, 2011.  6 weeks from now.  BOO on this from a quality perspective."
543068,Jennifer Blodgett,1,"Beneful Dog Food is primarily a grain-based kibble using a modest amount of chicken by-products meal as its main source of animal protein. In addition this Beneful dog food product contains menadione... a controversial form of vitamin K linked to liver toxicity, allergies and the abnormal break-down of red blood cells."
459708,D. Garlick,1,"The people who packed my cans of cat food were not careful and packed the cans with uninflated bubble cushion,so I have some dented cans and one that no longer is sealed. I will not be buying pet food online anymore."
210509,NAYA,1,"After viewing numerous ads concerning it being a healthy spread I bought one. It taste like chocolate frosting the hazelnut taste is lost. Also sugar is listed as the main ingredient, first one on the list, 21 grams per serving. Hazelnut should have been the main ingredient. I would not feel comfortable using it as a substitute for other nut butters or giving it to anyone for breakfast - spreading a cake with it, yes."
497233,bruno,1,"PLEASE CONSIDER ONE OF THE MAJOR CHEMICALS IN THIS PRODUCT BEFOR YOU JUMP IN ON THE CONNIVENCE BANDWAGON<br />Propylene Glycol (PG, Polyethylene Glycol (PEG), and Ethylene Glycol (EG) are all petroleum derivatives that act as solvents, surfactants, and wetting agents.  They can easily penetrate the skin, and can weaken protein and cellular structure.  In fact, PG penetrates the skin so quickly that the EPA warns factory workers to avoid skin contact, to prevent brain, liver, and kidney abnormalities.  PG is present in many stick deodorants, often in heavier concentration than in most industrial applications. (Nyack, Dr. Vin, Ph.D., Biochemist; personal communication).  And Propylene Glycol is what is used to carry the ""active"" ingredients in those transdermal patches INTO YOUR BODY<br /><br /> Imagine a bottle of Anti-Freeze in a picture with shampoos, deodorants, cosmetics, lotions and toothpastes?<br /><br />The question you should be asking is .... What's Anti-Freeze doing IN my shampoos, deodorants, cosmetics, lotions and toothpaste?<br /><br /> Yes, the main ingredient in anti-freeze is in all of these products.<br /><br /> Shocked?  You should be!"
190145,Linda,1,"I tried all of the flavors. I haveen't decided what to do with the case that I purchased. Can't drink it, it is way too strong. This one is not a Hint of water. It actually tastes like eating cucumber peeling."
205980,Ali,1,"I love the Near East pine nut flavor couscous, but this one is absolutely disgusting. I made it today, took one bite, and wondered if I could possibly eat another. It was too salty and tasted fake. I will not purchase this flavor ever again."
404510,Charles E,1,"We have frequently purchased the other varieties, zesty tomato is the best, and thought we would give this a try.  The baby seemed to like them.  The problem is that I really find the maple smell unpleasant.  After two baths and multiple hand/face washings, it still has not gone away.  Yuck."
475032,K. Almeida,1,Just like the other recent review...The order was for 10 pounds of Jelly Belly candy corn direct from Jelly Belly.  Instead was delivered 10 pounds of cheap Brach's candy corn.
100610,rita,1,"NEVER buy Pedigree. I made a huge mistake trying this. It has the nutritional value of a cardboard box. It's full of corn and by-products. Your dog deserves better than this. If I could give Pedigree a -0, I would. My dog's coat is softer and shinier and she's much more energetic on another brand. There's dog food info all over the NET. Please, steer clear of the ugly Pedigree."
421119,Chloe Sowers,1,"The package is terrible! My bag was split open and green tea powder was spilled everywhere! I lost 4-6 cups worth. It was a pain cleaning up that tea powder. I had to put it in my own plastic container. For $80/lb I expect better. Will never order this brand again! Not worth the trouble. It also took over a week to arrive, when I paid for regular shipping.<br /><br />I tried this plain, with only water, and it was smooth enough to drink. Normally I drink it in lattes. With Culinary Teas brand, I had to add vanilla and sugar to the latte to make it palatable. Even though this costs more than Culinary Teas, it is worth it. I still add a bit of sugar to the latte though. The packaging is terrible, some form of hippie foil bag inside a cardboard box. Every time you spoon out some tea, it spills and powder gets everywhere. The inner bag is not resealable neither. I wish they came in larger sizes, with a resealable container."
104817,Jessica,1,"These are instant coffee cups, not traditional K-cups. When I originally purchased these it did NOT say instant coffee. This was added after the many complaints on here."
7880,katie,1,I purchased this food coloring hoping it would create black frosting. I read several reviews on this and other websites which suggested I use chocolate icing (as white icing + black food coloring= gray frosting) but this product did not darken the chocolate at ALL. I ended up using over half for one cake and still decided the color wasn't right. It was still obviously brown. Perhaps my expectations were too high.
73397,Paul C. Weeks,1,"We were big fans of Midel graham crackers before we moved to Canada.  We couldn't find them here and so we were thrilled to find them on Amazon.  The ones we received from Amazon are quite different from what we were used to buying off the shelf in the States.  They are small squares, not regular graham cracker sizes, and as has been noted, they're all broken up, even the flimsy trays that hold the crackers are broken up.  Finally, down to our last 4 boxes, they've gone rancid from lack of being used and we can throw them out guilt-free.  Even though we're huge fans of Midel Graham Crackers we'll never buy these again.  Too bad."
253759,Sandra Williamson,1,This stuff doesn't deserve even a 1. Just tried the Milk Chocolate Hot Cocoa - absolutely terrible taste. One drink was all I could stomach.
